name;location;description
İnönü Yaylası;30.0134575,40.5764125;Inonu Yaylasi, Kocaeli'deki kamp alanlarindan biri. Yaklasik 1,5 km uzunlugu ile kamp severler icin genis bir alan sunuyor. Bolgede herhangi bir isletme yok, tuvalet de yok. Bolgede ortada bir yerlerde cesme var, su sikintisi cekmezsiniz. Yaylanin rakimi 1070 metre oldugundan gunesi kaybettiginiz dakikalardan, gunesi goreceginiz sabah saatlerine kadar usume ihtimaline karsi siki giyinmek gerekli. Gunduz vakti aile piknigi icin gayet uygun bir ortam var. Cocuklu aileler, ciftler gelip vakit gecirebiliyorlar. Bolgede ates yakmak da mumkun, odun icin ormanda yeteri kadar kaynak bulabilirsiniz. Kalabalik sezonda burada ozellikle hafta sonlari pek kafa dinleyebileceginizi sanmiyorum. Dogasina laf yok ama burasi adeta bir atis alani olarak kullaniliyor. Kendinizi savasta hissedebileceginiz bir ortam olusur aksama dogru ve silah seslerinden uyuyamayabilirsiniz veya gece bir anda silah sesiyle uyanip afallayabilirsiniz. Sezon disi ya da hafta ici daha iyi bir tercih olacaktir kamp icin.Kaynak: https://www.instagram.com/yoldancikmayolacik/
Karacaköy Şile;29.7773695,41.1562496;Karacakoy, Sile, Istanbul.Kaynak: https://www.instagram.com/gulsumerdik/
Pembe Kayalıklar;30.2282166,41.186228;Pembe Kayalar, Kefken sahillerinin (Kandira, Kocaeli) en ilgi ceken mekanidir. Tarih boyunca gemilerin ugrak yeri olmustur. Nedeni mimari malzeme olarak taslarin rengidir. Pembe Kayalar, Karadeniz'in sularindan yumusak olarak cikartilir ve sonrasinda sertlesir. Insan gucuyle kesilen Pembe Kayalar Sultanahmet Camii ve Rumeli Hisari yapiminda kullanildigi bilinmektedir. Dalis yapanlarin, derin sularda denize girmek isteyenlerin tercihidir. Gunbatimi essizdir. Olta balikciliginin en yogun yapildigi bu kayalar renk cumbusu ile her ay farkli fotograflar sunmaktadir. Mutlaka gorulmesi gereken yerlerdendir. 4 mevsim farkli fotograflar vermektedir.Kaynak: https://www.instagram.com/melikekaradnz/
Terkos - Duru Göl;30.4671049,40.8384245;Poyrazlar golu, Sakarya il merkezinin 7-8 km kuzeydogusunda, Sakarya nehrinin kenarinda yer alan aluvyal set goludur. Gol kiyisinda bulunan Poyrazlar koyunden adini alan golun diger bir adi da Teke goludur. Her iki golde de kamp ve doga sporlari yapilabilir.Kaynak: https://www.instagram.com/kamuranturan/
Danamandıra Tabiat Parkı;28.2211787,41.3031554;Damandira tabiat parki, Istanbul - Silivri ilcesinde danamandira beldesinde bulunmaktadir. Dogal golun cevresinde bulunan Damandira tabiat parki, Esenyurt belediyesi tarafindan 49 yilliga orman bakanligindan kiralanmistir. Seyir teraslari, mesire alanlari ve kamp alanlari mevcuttur. Istanbul kamp alanlari listesinde yakin zaman icerisinde populerliligi hizlica artan kamp alanlari arasina girmistir.Ulasim oldukca kolaydir.Tuvalet imkani bulunmaktadir.Kamp atesiniz icin uygun bolgeler bulunmaktadir.Istanbul kamp alanlari arasinda yeni yeni taninmaya ve ilgi gosterilmeye baslanmis bir kamp alani oldugundan yogun bir ilgi ile karsilasmazsiniz.Guvenli bir bolgedir.Golden balik tutarak kamp etkinliklerinizi daha da guzellestirebilirsiniz.Gocmen kuslarin gecis guzergahi oldugundan dolayi kus gozlemi de yapabilirsiniz.Belediye tarafindan yapilan cevre duzenlemeleri ile trekking faaliyetlerinde bulunabilirsiniz.Kaynak: https://www.rotamhikaye.com/istanbul-kamp-alanlari/
Balaban Gölü - Arnavutköy;28.6196864,41.3166397;Arnavutkoy'den gelirken Balaban Koyu'ne girmeden koy girisinde bulunan Mezarliktan saga saparak gizli koya ulasabilirsiniz. Balikci teknelerinin bulundugu sirin bir koydur. Agaclik bir bolge ve cadir kuracak duzluk alanlar var. Arac cadir yanina kadar gelebilir. Koy icinde kahvalti mekanlari ve market var. Telefon cekiyor. WC yok, icme suyu yok, tamamen dogal bir alanda kamp yapiyorsunuz. : https://www.instagram.com/ucurtmakiz
Kayabaşı Şamlar Milli Parkı;28.7761116,41.144681;Samlar Ormani, fistik camlari altindaki genis duzlukler, yuruyus yollari, tilki, sahin ve diger yabani hayvanlariyla Istanbullular icin ideal bir tabiat kosesi. Bu zengin bitki ortusu ve canli cesitliligin icinde yer alan Samlar Mesire Yeri, yenilenen sosyal tesisleri ve oturma sahalarinin yaninda ulasim kolayligiyla Basaksehirlileri dogayla kucaklastiriyor. Kayabasi Mahallesi ve Samlar Koyu'nden gecen ve Eski Edirne Yolu'nu, Arnavutkoy'e baglayan guzergah uzerindeki Kayabasi Samlar Tabiat Parki, fistik camlarinin ve cok degisik agac turlerini barindiran yaklasik 50 bin donumluk bir alanda kurulmustur. 6 giris kapisi bulunan bir mesire yeri ailelere, arkadas gruplarina, cesitli sivil toplum kuruluslari basta olmak uzere hafta sonlari dinlenmek ve sehrin stresinden uzaklasmak isteyenlere ev sahipligi yapmaktadir.Kaynak: https://www.instagram.com/_neolithic/
Yuvacık Barajı - Marangozz Bahçe Cafe;29.961962,40.6759523;Kocaeli'nin Basiskele ilcesine bagli Yuvacik, adini verdigi barajla biliniyor. Kirazdere uzerine kurulu olan ve Kocaeli'nin su ihtiyacini karsilayan Yuvacik Baraji, Iznik Golu'nden Samanli Daglari'na uzanan bir cografyanin ortasinda bulunuyor. Istanbul'un Anadolu yakasindan 40 dakikada ulasilabilen, Izmit merkeze ise sadece 10 kilometre uzaklikta olan Yuvacik, adiminizi atar atmaz muhtesem manzaralarla karsiliyor sizi.Baraj yapimi oncesi derelerin kenarlarindaki alabalik ciftlikleri ve dogal ortamlari ilgi cekerken, daha sonra baraj golunun cevresiyle olusturdugu guzellikler gorulmeye deger hale gelmistir. Korfez ve Izmit manzarasi esliginde cikmaya baslayacaginiz tepelerden birkac koy gectikten sonra Yuvacik'tan yuruyerek 1 saat mesafede Aytepe koyune ulasilmaktadir. Yuvacik Baraji'ndan Camiduzu, Degirmenduzu, Sicakdere, Sogukdere olmak uzere dort farkli yuruyus parkuru vardir  : https://www.instagram.com/negezdinbeozlem/
Teksen Köyü ve Gölü Kamp Alanı;29.912129,41.015123;Teksen Koyu, Izmit'ten yaklasik olarak 45 km, Kandira'ya ise 25 km uzaklikta sakin bir koy. Burada bulunan adini koyun isminden almis olan Teksen Golu ise dogal guzelligiyle adindan sikca bahsettiriyor. Teksen Golu'nde  kamp, piknik, doga yuruyusu gibi aktiviteler yapabilirsiniz. Ayrica golde balik tutabilir ve bol bol fotograf cekebilirsiniz. Dileyenler  cadir kampi yapmak yerine golun yaninda bulunan tatil koyunde bungalovlarda konaklama yapabilir.  ULASIM: Izmit Kandira ilcesine bagli Teksen Koyu, Kartal'dan 96 km uzaklikta, yani Istanbul'a yaklasik 1 saat 40 dk. uzaklikta. Anadolu Otoyolundan Kandira cikisindan cikip, 25 km daha devam ederseniz Koyu rahatlikla bulabilirsiniz. @negezdinbeozlem 'in Teksen Golu'yle ilgili detayli blogunu okumak icin blog sitemizi ziyaret etmeyi unutmayin.  : https://www.instagram.com/negezdinbeozlem/BLOG: https://www.kampyerleri.org/teksen-koyu-ve-golu-kamp-alani-kocaeli/
Madam Marta Koyu - Burgazada;29.056778,40.8847724;Burgaz Adasi, Burgazada ya da Burgaz, Istanbul'daki Prens Adalari'nin buyukluk olarak ucuncusu, ayni zamanda Adalar ilcesinin bir mahallesi. Yuvarlak bicimdedir ve genisligi yaklasik 2 kilometredir. Ada uzerindeki tek tepe Bayrak Tepe'dir. Adada kamp yapilabilmektedir.Kaynak: https://www.instagram.com/akkoyuntugce/
Ormanlı Plajı;30.3142867,40.7035405;Sakarya(Adapazari) - Sapanca karayolu uzerinde Sakarya'ya 12 km. yakinlikta 27.14 Hektar alanina sahip gunubirlik konaklama, piknik, organizasyon, eglence, yuruyus ve dinlenme alaniydi. 1983 Yilinda halka serbest tesis edilip 2011 yilina kadar B tipi Mesire yeri olarak hizmetine devam ederken Orman ve Su Isleri Bakanliginca Tabiat Parki olarak tescil edildi ve 2015 Yilinda, ormanin tum hizmeti tarafimiza devredildi.Sakarya Il Ormani Tabiat Parki'ni 4 mevsim daha aktif, cafe, restaurant, market ile temiz ve dinlenme, konaklama yapilabilir hale getirip, guvenlik kameralariyla donatip halkin tam guvenligini saglama gorevini severek ustlendik.Sakarya Sapanca Gol Manzarali doga harikasi Tabiat Parkimizda  Cafe - Restaurant ve Marketimizde gunluk ihtiyaclarinizi karsilayabilir, geceyi de Bungalov evlerimizde Sapanca Golu'ne karsi gunubirlik gecirebilirsiniz.Guvenlik:Parkimiz gunun 24 saati kameralarla izlenmekte ve sik sik devriye gezen ekiplerimizce denetlenmektedir.Mescit/Abdesthane/WC/Emzirme odasi:Orman icerisinde market, cafe, restaurant ve piknik alanlari yakinlarinda mescit, abdesthane, lavabo ve emzirme odalari yer almaktadir. Kamp yapmak ucretlidir.
Kömürsu Yaylası;29.7460016,39.8542457;Bilecik Bozuyuk Ilce Merkezine 25 km. uzakliktaki cam ve koknar agaclari ile kapli Komursu Yaylasi'nin yuksekligi ortalama 1445 metredir. Ataturk Koskunun onundeki toprak yoldan bati istikametine dogru iki yol ayrilir. Iki yol ise Kelebek Kiran Yaylasi'na oradan da Komursu Yaylasi'na dogru gider. Soldaki yol daha kisa olup 5 km sonra sizi, Kelebek Kiran Yaylasi'nin ucsuz bucaksiz yesilliklerine birakir. Dogal guzellikleri ve bitki ortusuyle bolgenin onemli yayla alanlarindan biridir. Ulkemizde nadir gorulen meshur ters laleler mevcuttur. Yaban hayatin devam ettigi yaylada, gece konaklamalarinda gidalarinizin disarida birakilmamasi onemli bir uyaridir.KOORDINAT: 39deg50'54.0"N 29deg44'41.0"E
Fatih Ormanı Tabiat Parkı;29.0163156,41.1462783;Fatih Sultan Mehmet Tabiat Parki  Istanbul'un orman bakimindan zengin olan Sariyer ilcesinde bulunan Fatih Ormani icinde yer almaktadir. Normalde kamp yapmanin yasak oldugu Fatih Ormani'nda gorevlilerden izin alarak kamp yapabilirsiniz. Guvenli olmasi sartiyla ates yakabilir ve kamp yapabilirsiniz.
Marmaracık Milli Parkı;29.0901183999999,41.2446176;Marmaracik tabiat parki, Istanbul'un tabiat parklari arasinda olup Sariyer ilcesinde yer almaktadir. Harika dogal goruntusunu, denizin mavisi ile birlestiren Marmaracik Koyu, gunu birlik gezi turlari ve Istanbul kamp yapilacak yerler listesinde yerini almaktadir. Istanbul kamp alanlari arasinda adini belkide cok az duydugunuz Marmara Koyu, orman icerisinde degil, deniz kenari koy alaninda kamp kurulan bir bolgedir.Yuruyus yapabileceginiz alanlar bulunmaktadir.Telefon ve internet cekmektedir.Ulasim olarak kolay bir konumdadir.Sessiz ve sakin bir kamp yeridir. Kamp atesinizi yakabileceginiz alanlar bulunmaktadir.Kaynak: https://www.rotamhikaye.com/istanbul-kamp-alanlari
Riva Elmasburnu Tabiat Parkı;29.2207146,41.2288542;Riva elmas burnu tabiat parki. Camlik ormani ve kumsal plaji olan bir yer. Gunduzden aksama kadar daha cok mangalcilarin kullandigi bi yer. Cadirla gelip kalan kesimde var. Camlik oldugu icin aksama kadar sicak hissediliyor ama aksami da bi o kadar serin oluyor. Istanbul'a yaklasik 1 saat mesafede. Gece aydinlatmalari vardi nispeten yeterli. Circir bocekleri cok fazlaydi ozellikle gece yatarken cok net duyuluyordu.Fotograf: Kursat Burak Fariz - kburakfariz@icloud.com
Ormanlı Köyü;29.5005696000001,41.1859553;Plajin bir kismi ozel isletme tarafindan isletilirken, bir kismi halk plaji olarak kullaniliyor.
Sazlı Bosna Barajı;28.7438511,41.1388997;Istanbul'un Arnavutkoy ilcesine bagli olan Sazlibosna baraji iki mahalle arasinda bulunmaktadir. Barajin cevresindeki yollarin bazi kisimlari bozuk oldugundan biraz dikkatli olmanizi gerekmektedir. Bolgede telefon rahatlikla cekiyor. Kamp attiginiz bolgede kuru odun bulmaniz biraz zor ama Samlar koyu icerisinde odun satan bulabilirsiniz. Sazlibosna baraji Sazlibosna mahallesi ve Samlar koyu arasinda kaldigindan ihtiyaclarinizi kolayca giderebilirsiniz ama Samlar koyundeki bakkal'da her seyi bulmak mumkun degil. Kamp atmak ve balik tutmak icin ideal bir yer. Ama maalesef temiz tutulmadigindan her tarafi cop pislik icinde.
Acarlar Longozu;30.5540040999999,41.1179321;Acarlar Longozu, Sakarya'nin kuzeyinde Karasu ve Kaynarca ilceleri arasinda yer alan Turkiye'nin tek parca halindeki en buyuk longoz (subasar) ormani. Genisligi 250-1250 m, uzunlugu 7,5 km'dir. Olusumu acisindan tipik bir kiyi set goludur. Karadeniz'le arasinda 20-25 m yuksekliginde kumullar, guneyinde ortalama 100 m yuksekliginde alcak tepelerle sinirlanir. Sakarya nehrinin 6 km batisinda yer alir, fazla sulari Okcu deresiyle Sakarya Nehri'ne dokulur. Ulasim acisindan Karasu ile arasinda yaklasik 26 kilometre, Sakarya ile arasinda yaklasik olarak 50 kilometre mesafe vardir.
Karasu Maden Deresi;30.7839596,41.0089288;Maden Deresi Sakarya'ya bagli olup Karadeniz kiyisindaki Kocaali ve Karasu ilceleri arasinda bulunur. 30 kilometre uzunlugundaki Maden Deresi, kuzeydeki Karadeniz'e dogru akar. Cam Dagi'ndan kaynayan dogal kaynak suyu bazen Kocaali bazen Karasu topraklarini sular. Dere yatagi, Osmanli'nin son doneminde kursun, boraks, cinko ve altin madenleri isletilen bir bolge oldugundan Maden Deresi ismiyle anilir. Maden Deresi  dinlenme tesisleri, mesire yerleri, alabalik ciftlikleri, selale ve akarsu gibi gezilecek yerleri ile gunubirlik tatil mekanidir. Maden Deresi'nde kamp ve doga sporlari yapabilirsiniz.  Ulasim: Maden Deresi'ne TEM otoyolundan Istanbul tarafindan geliyorsaniz Hendek Adapazari cikisindan cikarak, Ankara yonunden geliyorsaniz Hendek cikisindan cikarak ulasabilirsiniz. Her iki yerden de mesafe yaklasik aynidir. Istanbul Maden Deresi arasi toplam 225 kilometredir.Kaynak: https://www.instagram.com/gucin_photos/
Çatalkaya Vadisi;30.1605821,40.6818585;Catalkaya Vadisi, Masukiye'den Sapanca yonune giderken Yanikkoy sinirlari icinde yer aliyor. Istanbul'a 130 km uzaklikta bulunuyor. Eger Izmit tarafindan geliyorsaniz Masukiye'yi gecince Yanikdere koprusunu gecmeden saga yukari dogru sapmaniz gerekiyor. Sapanca yonunden gelenler ise kopruyu gecergecmez sola. 2-3 km kadar ciktiktan sonra tasocagi yanindan micirli yol sizi Catalkaya Vadisi'ne goturuyor.Kaynak: https://www.instagram.com/gokcekucukyildiz/
Suadiye Tabiat Parkı - Eğreltidüzü Yaylası;30.061512,40.6514387;Egrelti Duzu Yaylasi, Izmit Kartepe ilce merkezine 11 kilometre mesafede bulunan 1100 rakimli bir yayladir. Kamp icin ideal alanlardan birisidir.Kaynak: https://www.instagram.com/dilara.hacioglu/
Evreşe Plajı;26.5107179,40.4558297;Ege Denizi'nin kuzeydogusunda yer alan Saros Korfezi, guneyde Gelibolu Yarimadasi, Kuzeyde Trakya kiyilari arasinda, Canakkale bogazina paralel olarak, 60 km.lik bir sahille uzanan ucgen bicimli tertemiz kumsallarla kapli bir doga harikasidir. Saros Korfezi'ni, guney ve dogusundan Canakkale'nin, Gelibolu ve Eceabat ilceleri, kuzeyini ise Edirne'nin Kesan ve Enez ilceleri cevreler. Yerlesim yerleri cogunlukla dogu ve kuzey bolgelerinde yer almaktadir. Trakya kiyilarinda, genisligi 10 km.yi bulan, derinligi 90 mt'yi gecmeyen bir kiyi seridi uzanir. Saros Korfezi dunya uzerinde kendi kendini temizleyen sadece uc yerden birisidir. Onceki yilarda daha cok Trakya insanin bildigi ve tercih ettigi Saros Korfezi'ne son yillarda Istanbul basta olmak uzere Turkiye'nin her yanindan insanlar ragbet etmektedir. Kesan uzerinden ulasilan Saros Korfezi'nde  en cok konaklanan bolgeler ise Enez, Erikli  ve Yayla sahilleridir. Saros Korfezi'nde kamp yapilabilecek baslica yerler  Komur Limani Erikli Sahili Gokcetepe Tabiat Parki Gala Golu Milli Parki Yayla Sahili Ibrice Limani'dir.
Cebeci Plajı;30.2511334,41.1883435;Kocaeli'nin Kandira sahillerinde bulunan Cebebi Plaji Kocaeli halki ve cevre ilcelerinde cokca tercih edilen bir plajdir. Ozellikle yazlik evlerin cogunlukta bulundugu bolgede gunubirlik ziyaret mumkundur. Ayrica bolgede bulunan Otel ve Apartlarda konaklamak, kamp alaninda cadir kampi yapmak tercih edilebilir. Kocaeli Buyuksehir Belediyesi tarafindan isletilmektedir.Cebeci Plaji UcretiPlaja giris ucretsizdir. Ozel aracinizla otopark ucreti olarak ortalama yaklasik 10 TL ucret odenir. Ayrica Sezlong kiralamak icin 10 TL ucret odersiniz. Ancak kendi semsiye ve sezlongunuzu getirebilirsiniz.Cebeci Plaji Hakkinda BilgiCebeci Plaji yaklasik 1,5 km genislige sahip ve Kocaeli'nin 4 mavi bayrakli sahilinden bir tanesidir. 2013 yilindan bu yana mavi bayrak sahibi olan plajda ziyaretciler icin bir cok imkan mevcut. Plajda ziyaretcilere icin WC, otopark, bisiklet park alani, golgelik, soyunma kabini, cankurtaran ve saglik hizmetleri, dus alma ve guneslenme alanlari, guvenli denize girme sahasi, plaj temizlik hizmetleri olup ayrica plajda engelli ziyaretcilere yonelik hizmetler de verilmektedir.Kaynak: https://www.azbibak.com/
Midye Koyu;30.22074,41.1747652;
SARISU PLAJI;30.1505308000001,41.138976;Dogasi ve durusu ile sizleri kendine ceken sari su plaji, cecresi itibari ile sahsi araclari ile gelenlerin cok sectigi bir plaj nitelindedir. Plaj tertemiz ve dinlendiricidir. Sari su deresi ile denizin dansini ve agaclarin yansimalarini gordugunuzde, tekrar tekrar gelmek isteyeceginiz bir yer olacaktir sarisu. Bu enfes kumsal kerpeye sadece 8 km uzaklikta ve arabanizla 25 dk gibi bir surede gelebileceginiz kisa bir mesafededir. Tatiliniz dolu dolu gecsin, gezip gorelim diyorsaniz ve zamaniniz kisitli degilse, kesinlikle fotograf makinenizle beraber gelmelisiniz. Muhtesem kareler yakalayip denizin, doganin tadina varin.Kaynak: http://www.kandira.net/
Kapri Plajı;30.238116,41.1726732;Kapri koyu, Kefken 'in insanlara dogal olarak armagani niteliginde olan havuzudur diyebiliriz. Bu koy dogal bir havuzu andirmaktadir ve kiyisi azdir. Genelde kayalik yapidan olusur ve denize giriste cogonluklabu kayaliklar kullanilir. Kayaliklarda merdivenler mevcuttur. Kiyidanda dlediginiz gibi denize girebilirsiniz. Genelde genc kesim kayalardan atlamayi tercih etmektedir. Yakinlarinda yiyecek bulabileceginiz ve dinlenebileceginiz bir mekan bulunmaktadir. Tabi kefken merkeze giderek ihtiyaciniz dogrultusunda dilediginiz gibi alisveris yapabilirsiniz. Kefken merkeze yuruyerek 10-15 dk da gidebilirsiniz.Kapri koyunun cevresinde pek isletme bulunmaz. Zaten kefken merkeze oldukca yakindir. Koyun yaninda 1 tane bufe ve kafeterya mevcuttur. Koy yapisi itibari ile tas ve kaya zaminden olusmaktadir. Kumsali yoktur fakat az bir miktar kumsal benzeri minik taslardan olusma kiyisi vardir.
Yeşil Koy;30.2288621,41.184161;Camlarin denize dokundugu, kayalarin camlarla kucaklastigi, sakin sularin en iyi adresi Yesilkoy. Meshur Pempe Kayalar yolu uzerinde yer alan koy, hem deniz tabani hemde cevresinin yesil olmasi ile bu adi almistir. Yorenin yazlari en sakin yeridir.Genis ailelerin ilk tercihi olan koy, agaclarin altinda piknik yapmak, mini kayalardan denize girmek ve sakin plajda deniz keyfi yapmak isteyenler icin idealdir. Karayel ruzgarlari haric tum ruzgarlara kapali ve sakin bir denizi vardir. Daha cok yaz aylarinda cadir kamp kurmak isteyenlerinde gozdesidir burasi. Koyda elektrik ve su olmayisi kamp isini zorlastirsa da manzara herseye degmektedir.Kefken'in merkezine ulastiginizda Kefken Kovanagzi plajini gectikten sonra Cebeci istikametinde ilerlerken Pembe Kayalar tabelasini sol tarafta goreceksiniz. Sapak sonrasinda 1 km ilerledikten sonra sag tarafta bir su deposu goreceksiniz. Depodan sonra soldan inen topak yolu takip ettiginizde Yesil Koy'a ulasacaksiniz. Arac ile koya inmek mumkun olsada ozellikle hafta sonlari yer bulmak oldukca zor. Koya inmeden bir kesif yaparsaniz zorluk cekmezsiniz.Yesil Koy zipkinla balik avlamak ve olta atmak icinde oldukca uygundur. Zipkinla kefal avlayabilirsiniz. Olta ile eskina ve istavrit yakalayabilirsiniz. Tekne sahibi olanlarin demir atip denize girdikleri en korunakli ve sakin bu koy da burasidir. Koy sesizligin Kefken'deki adresidir.Dogal bir sit alani olan koyda ates yakmak yasaktir. Mangal yaptiginiz takdirde yetkililer size uyaracaktir. Yemek icmek icin daha aperatif seyler tercih etmeniz koyda rahat bir gun gecirmenizi saglayacaktir. Koyda su oldukca temizdir. Kiyi ile denizin ilk metreleri tas oldugu icin ayaginiza uygu bir deniz terligi ile denize giriniz. Koyun olta kismi yesil bir renkte alti puruzsuz kum ile kaplidir. Kayalar ustunde guneslenmek en buyuk keyiftir.
Kerpe Kayalıkları;30.1915573,41.1589643;Kocaeli'nin Karadeniz sahilindeki Kandira ilcesinin tatil beldelerinden Kerpe'nin kiyi seridinde bulunan ve "Kartal Kayalari" olarak adlandirilan falez olusumlari, turistlerin ilgi odagi haline geldi.Tatilini Kandira'da gecirenlerin araclariyla rahatlikla ulasabildikleri bolge, gunesin dogusunu ve batisini izlemek, balik tutmak, fotograf cekmek, kamp kurmak, kaya tirmanisi veya dalis yapmak isteyen yerli ve yabanci turistler icin farkli bir alternatif sunuyor.Tirmanarak kayalarin uzerine cikan vatandaslar, 15 metreyi bulan yukseklikten Karadeniz'in serin sularina atliyor. Cevredeki turistler, maceracilarin bu tehlikeli ve cesaret gerektiren atlayisini fotograflamak icin adeta birbirleriyle yarisiyor.Gun dogumu ve batimini izlemek isteyenlerin de tercih ettigi doga harikasi kayaliklar, fotograf meraklilari veya romantik anlar yasamak isteyen ciftlerin de ugrak mekanlari arasinda bulunuyor.Yeni yerler kesfetmek, farkli heyecanlar yasamak ve yeni insanlarla tanismak isteyen turistler, ozel olarak hazirlanan kamp alaninda cadir kuruyor.Kayaliklarda olta atabilen kampcilar, hem balik tutmanin hem de yakaladiklari baliklari mangalda pisirmenin keyfini yasayabiliyor.
Gölyazı;28.6787367,40.1662485;Golyazi, (eski ismi Apolyont Rumca: Apolloniada), Bursa ilinin Nilufer ilcesine bagli bir mahalledir. Bursa- Izmir karayolunda Bursa ya 42 km uzaklikta kurulmustur. Uluabat golu (Apolyont golu) kiyisinda kucuk bir yarimadada kurulmustur. Yerlesimin tarihi, Roma donemine kadar gider. Roma doneminden kalanlari, evlerin temel taslarinda gormek mumkundur.
Kabatepe Plajı;29.5333099,40.4516498;Bir diger kamp alani tavsiyemiz Iznik Golu. Marmara Bolgesinin en buyuk, Turkiye'nin ise besinci buyuk dogal golu olan Iznik Golu, tektonik bir tatli su golu olarak Bursa'da bulunmaktadir. Iznik golu cevresinde bircok kamp alani bulunmaktadir.
Kandıra Bağırganlı;30.0198197,41.1344517;Kocaeli'nin Kandira ilcesinde bulunan Bagirganli Sahili, ilce merkezine 16 kilometre uzaklikta ve en guzel koylardan birini bunyesinde barindiriyor. Kamp yapmak icin bircok alan bulunurken dus ve elektrik imkani bulunmuyor.Kaynak: https://www.instagram.com/dilara.hacioglu/
Assos - Sivrice Plajı;29.8119164,40.6698322;Golcuk, Kocaeli.Kaynak: https://www.instagram.com/ikilimonlucay/
Kartepe;30.0894928,40.701854;Kartepe, Kocaeli.Kaynak: https://www.instagram.com/muhammed_ytk/
Kuzuyayla Tabiat Parkı;30.1377606,40.6881018;Kuzuyayla Tabiat Parki, Kartepe Ilcesi, Masukiye ve Derbent Beldeleri sinirlari icinde,Kartepe'nin Izmit Korfezi ve Sapanca golunu goren kuzey batisinda bulunmaktadir. Kartepe'de kurulmus olup dogal hayatin butun guzelliklerini tasimaktadir. Istanbul, Sakarya, Bursa illeri gibi nufus yogunlugunun fazla oldugu yerlesim alanlarina yakindir ve ulasim kolayligi mevcuttur. Alan Izmit merkez ilceye 27 km, Golcuk ilcesine 44 km, Sakarya iline 72 km, Yalova Iline 77 km ve Istanbul Iline 130 km mesafede, Izmit-Sakarya, Izmit-Yalova karayollarina 25 km mesafede bulunmaktadir. Bu bolgede  iliman bir iklim vardir. Yazlari sicak ve az rutubetli, kislariyagmurlu ve serin gecer. Ilkbahar ve son-baharda bol yagmur alir, kisin karlidir. Tabiat parkinin tamami devlet ormanidir. Alan icerisinde kir kahvesi, bufe, giris kontrol binasi ve beton piknik masalari bulunmaktadir. Kuzuyayla Tabiat Parki'nin gunubirlik kullanim alani yaklasik olarak 1150 kisi kapasitelidir. Denizve gol manzarali birkac dagdan biri olan Kartepe'de bulunan Kuzuyayla Tabiat Parki Izmit Korfezi'ne hakim genis bir perspektifle seyir manzarasi imkanina sahiptir. Cadir ve karavan yerleri de bulunan dogal guzelliklere sahip Tabiat parki yaz ve kis faydalanilabilecek bir yerdir.
Kapanca Limanı;28.6756897,40.3678661;Kapanca Limani denilen yer  Mudanyanin batisindaki Tirilye kasabasi ile Eskel koyu (Daskyleion) arasinda yer alan, antik kent ile liman kalintilarinin bulundugu bir alani kapsar.Fotograf: Merve Kamis - evremkamss.93@hotmail.com
Dalyan Gölü;28.4819269,40.3859126;Dalyan Golu, Kocacay Delta'sinda bulunan gollerden birisidir. Bursa'da bulunan Dalyan golu denizden bir kum kordonu ile ayrilmistir. Kis aylarinda deniz sulari gole girer.
Suuçtu Şelalesi;28.3853996,39.9017037;Suuctu Selalesi, Bursa'nin Mustafakemalpasa ilcesine 18 km uzaklikta bulunan ve ilcenin icme suyu ihtiyacini karsilayan, 38 metre yukseklikten dokulen selaledir. Etrafinda kamp yapilabilmektedir.Kaynak: https://www.instagram.com/lakuntakulte/
Sadağı Kanyonu;28.9070678,39.8703791;Bursa'ya 58 kilometre mesafedeki dag ilcesi Orhaneli'nin 6 kilometre guneybatisinda yer alan Sadagi kanyonu Iznik Sansarak'tan sonra ozellikle yerli turistlerin ilgi gosterdigi Bursa'nin ikinci buyuk kanyonudur.Kaynak: https://www.instagram.com/yunuscicek1963/
Trilye sahil kamp alanı;28.7935594,40.3938616;Trilye'de kamp yapabilirsiniz.Kaynak: https://www.instagram.com/niyazi_solak/Detaylar: http://www.kampyerleri.org/tirilyede-gezilecek-yerler-tirilye-gezi-rehberi/
